id,email,phone_code,phone_number,first_name,last_name,slug,organization,type,industry,location,address,num_of_employees,role,linkedin,twitter,personal_website,experiences,awards,certifications,education_level,promotion_channels,cost_cutting_priorities,interests,availability,capabilities,opportunities,business_goals,notes
P045P,westmary@example.com,1-242,001-286-931-5123x6392,Tiffany,Walker,tiffany-walker,Group 839,investors,Staffing and Recruiting,"The Bahamas, Crooked Island","['22.63909820', '-74.00650900']",384,Assistant,https://watts-price.com/,http://camacho-baird.com/,http://www.zuniga-williams.com/,Library Science,Best Data Engineering Practices,Six Sigma Black Belt,MS in Anthropology,Referral Programs,Use Cost-Effective Green Certifications,Patient Care,"{'days': ['Saturday', 'Sunday', 'Friday', 'Monday', 'Thursday', 'Wednesday']}","Pro229,Pro007,Serv258","OPR066,OPR069",Capture 20% Market Share,"[""Tend room of scene individual."", ""West final house particularly face everybody truth.""]"
P046D,ycannon@example.com,291,531-558-7290x406,Amanda,Anderson,amanda-anderson,and Sons 406,academics,Financial Services,"Eritrea, Gash-Barka Region","['15.40688250', '37.63866220']",301,Assistant,https://www.mendoza.com/,http://www.mayer.biz/,http://massey.org/,Medicine,Best Use of Predictive Analytics,Brand Manager,BS in Public Health,Industry Expos,Negotiate Lower Bank Fees,Cryptocurrency and Blockchain,"{'days': ['Sunday', 'Wednesday', 'Friday', 'Thursday', 'Monday', 'Tuesday']}","Serv284,Pro235","OPR006,OPR104,OPR020,OPR031,OPR066",Maintain High Credit Ratings,"[""Growth different address thousand us deep employee.""]"
P047D,anthonyhenry@example.com,680,001-450-394-5758x5470,James,Davidson,james-davidson,Ltd 800,non_profit,Cosmetics,"Palau, Ngeremlengui","['7.51983970', '134.55960890']",311,Consultant,https://villarreal-smith.org/,http://www.barnett.info/,https://sandoval.com/,Communication,Excellence in Real-time Data Analytics,Agile Coach,MS in Journalism,Product Fairs,Limit Overtime Pay,Loss Prevention,"{'days': ['Sunday', 'Saturday']}","Pro013,Pro359",OPR093,Foster Social Equity Initiatives,"[""Place between current you woman upon.""]"
P048M,contrerasemily@example.com,258,+1-799-769-5272,Dale,Bass,dale-bass,PLC 485,investors,Urban Planning,"Mozambique, Maputo Province","['-25.25698760', '32.53727410']",79,Assistant,http://www.torres.com/,https://www.gray.info/,https://www.brewer.com/,Journalism,Asset Demand Diagnostic Excellence Recognition,Operations Manager,MS in Philosophy,Dynamic Retargeting Ads,Use Cost-Effective Support Software and Tools,R&D in Cannabis,"{'days': ['Sunday', 'Saturday', 'Thursday', 'Monday', 'Tuesday', 'Friday', 'Wednesday']}",Serv114,"OPR073,OPR002,OPR087",Develop Comprehensive Compliance Training Programs,"[""Final arrive town."", ""All himself stand grow.""]"
P049K,matthew74@example.org,60,722.543.4365x257,Randy,Vazquez,randy-vazquez,PLC 518,investors,Scenic and Sightseeing Transportation,"Malaysia, Labuan","['5.28314560', '115.23082500']",238,Director,https://hamilton-hutchinson.com/,https://salinas-martin.com/,https://www.johnson.info/,Healthcare,Best Data Privacy Practices,Dispensary Technician,High School Dropout,Search Engine Optimization (SEO),Use Cost-Effective Hotel Accommodations,Smart Devices,"{'days': ['Saturday', 'Tuesday', 'Wednesday', 'Friday', 'Sunday', 'Thursday', 'Monday']}",Pro067,"OPR120,OPR029,OPR106,OPR028",Increase Supplier Collaboration,"[""Hard will democratic act."", ""Election before remember morning nearly someone international.""]"
P050T,doris19@example.net,379,348-955-7403,Cory,Reyes,cory-reyes,and Sons 260,ventures,Marine Shipping,Vatican City State (Holy See),"['41.90000000', '12.45000000']",113,Consultant,https://benson.org/,https://www.morales.com/,https://oneill.info/,Geology,Excellence in Data Analytics Platforms,Investment Advisor,PhD in Music,Community Events,Optimize Warranty Services,Cannabis Law,"{'days': ['Friday', 'Monday', 'Saturday']}","Pro047,Pro077,Pro135,Serv240",OPR099,Expand Partnership Ecosystem,"[""Look lose political care end clear good.""]"
P051A,kevinball@example.org,968,+1-315-558-1848x75938,Joseph,Ross,joseph-ross,LLC 117,investors,Home Health Care Services,"Oman, Al Buraimi","['24.16714130', '56.11422530']",377,Assistant,https://odonnell.com/,https://vasquez-nelson.info/,http://www.simmons.biz/,Veterinary Medicine,Top Performance in Machine Learning Solutions,Safety Officer,MS in Anthropology,Email Marketing,Focus on Essential Quality Control,Smart Devices,"{'days': ['Friday', 'Sunday', 'Thursday', 'Saturday', 'Monday', 'Tuesday']}","Pro113,Serv192","OPR055,OPR107,OPR009,OPR118",Reduce Debt-to-Equity Ratio,"[""Reveal easy sing."", ""Girl seven world suggest.""]"
P052G,hansenjohn@example.org,257,775-596-3036x2144,Daniel,Walker,daniel-walker,Ltd 700,policy_makers,Retail Products,"Burundi, Gitega Province","['-3.49290510', '29.92779470']",248,Director,https://www.maynard.com/,https://www.sanchez.com/,http://taylor-davis.com/,Event Planning,Outstanding Achievement in Predictive Modeling,Registered Nurse (RN),High School Graduate,Online Courses,Streamline Waste Management and Recycling,Market Research,"{'days': ['Saturday', 'Friday']}","Pro333,Pro347,Serv248,Serv046,Serv006",OPR071,Launch 10 New Products,"[""More culture clearly thank rather feeling.""]"
P053W,escott@example.com,592,362-987-2134,Anita,Mendez,anita-mendez,LLC 489,service_providers,Research,"Guyana, Upper Demerara-Berbice","['5.30648790', '-58.18929210']",367,Consultant,https://www.johnson-johnston.com/,https://www.alvarez-vasquez.com/,http://wilson.com/,Food Industry,User Preference Understanding,CMA (Certified Management Accountant),BS in Film Studies,Panel Discussions,Outsource IT Support and Maintenance,Certification Programs,"{'days': ['Thursday', 'Saturday', 'Monday', 'Wednesday']}","Pro291,Serv068,Serv252,Serv112","OPR005,OPR030",Identify and Acquire Strategic Competitors,"[""Large stop president notice once special.""]"
P054I,kevinjohns@example.org,86,(607)688-3914x80670,Angela,Jones,angela-jones,Ltd 658,policy_makers,Hospital and Health Care,"China, Liaoning","['41.94365430', '122.52903760']",129,Director,https://www.mcdonald.biz/,http://www.hart.com/,https://gaines.com/,Banking,Outstanding User Profiling Achievement,Business Consultant,MS in Chemistry,Infographics,Use Cost-Effective Research Materials and Supplies,Supply Chain Optimization,"{'days': ['Wednesday', 'Saturday', 'Sunday', 'Tuesday', 'Friday']}",Pro127,"OPR026,OPR007",Enhance Brand Perception and Trust,"[""Nothing trade company almost where low.""]"
P055I,qcruz@example.org,31,(567)575-9324,Louis,Duncan,louis-duncan,Group 508,investors,Leasing Non-Residential Real Estate,"Netherlands, Utrecht","['52.09073740', '5.12142010']",403,Manager,http://www.stanley.com/,http://www.chan.net/,http://stewart.net/,Web Development,Excellence in Data Integration Solutions,Legal Specialist,Associate Degree in Economics,Annual Reports,Optimize Trade Show Sponsorships,Process Improvement,"{'days': ['Sunday', 'Monday']}","Serv108,Serv224","OPR100,OPR066,OPR081,OPR063",Prepare for Public Listing,"[""Kitchen past cover couple."", ""Quite much relationship down interview.""]"
P056O,cblanchard@example.org,598,+1-995-823-4107x5900,Eric,Mcfarland,eric-mcfarland,and Sons 892,non_profit,Lumber and Wood Production,"Uruguay, Canelones","['-34.54087170', '-55.93076000']",322,Director,https://huerta.com/,http://williams-james.com/,http://www.ford.biz/,Web Development,Outstanding Achievement in Data Visualization Tools,Security Specialist,PhD in Education,Demonstrations and Workshops,Reduce Corporate Retreats,Wellness Programs,"{'days': ['Thursday', 'Wednesday', 'Saturday']}","Pro135,Serv342,Pro249,Pro371",OPR094,Ensure 100% Regulatory Compliance,"[""Cut sign leg start."", ""Apply gun discuss bar power simply.""]"
P057H,caitlinmullins@example.com,1-345,927-733-7852,Emma,Brown,emma-brown,and Sons 589,non_profit,"Bed and Breakfast, Hostels and Homestays",Cayman Islands,"['19.50000000', '-80.50000000']",44,Manager,http://king-johnson.com/,http://www.tapia.com/,http://www.elliott.info/,Project Management,Exceptional Data Analytics for Healthcare,Start-Up Advisor,BS in Anthropology,Direct Mail,Use Online Certification Programs,Sustainable Practices,{'days': ['Thursday']},"Pro311,Serv080,Pro101","OPR004,OPR028,OPR039",Develop Joint Ventures with Leading Companies,"[""Much officer increase time smile less require."", ""Employee sure attorney toward free.""]"
P058F,lisa44@example.net,90,001-384-992-5285x9946,Joshua,Hill,joshua-hill,PLC 647,non_profit,Metal Working Machinery Manufacturing,"Turkey, Muş","['38.94618880', '41.75389310']",170,Manager,https://austin-smith.org/,http://www.austin-wise.com/,https://www.grimes.biz/,Advertising,Outstanding User Profiling Achievement,Product Marketing Specialist,BS in Architecture,Newspapers,Reduce Airfare Costs,Consumer Behavior,"{'days': ['Tuesday', 'Friday', 'Saturday', 'Thursday', 'Monday', 'Wednesday']}","Serv220,Pro285,Pro265","OPR013,OPR008,OPR086,OPR014",Develop Cutting-Edge Technologies,"[""Production different act."", ""Another assume compare throughout sign whom.""]"
P059C,jcollier@example.org,230,478-894-7457,Emily,Day,emily-day,Ltd 967,service_providers,Defense and Space,"Mauritius, Flacq","['-20.22578360', '57.71192740']",418,Manager,https://www.santiago.com/,http://smith.com/,https://www.warren.com/,Taxation,Exceptional Performance in Data Integration Techniques,Microsoft Certified: Azure Administrator Associate,MS in Agriculture,Co-Branding Initiatives,Use Cost-Effective Support Software and Tools,Mental Health,"{'days': ['Sunday', 'Wednesday', 'Thursday', 'Monday', 'Saturday']}","Serv198,Serv122,Pro019","OPR085,OPR005,OPR090,OPR048",Leverage Data Analytics for Decision Making,"[""Opportunity under strategy war.""]"
P060Y,fcabrera@example.com,248,8118256413,David,Bowen,david-bowen,Group 464,policy_makers,Sports,"Seychelles, Roche Caiman","['-4.63960280', '55.46793150']",174,Consultant,https://smith.com/,http://johnson.biz/,https://vaughn-george.com/,Food Industry,Real-time Analytics Excellence,Farm Manager,BS in Accounting,Cannabis Conventions,Conduct In-House Employee Training Workshops,Sales Strategy,"{'days': ['Saturday', 'Tuesday']}","Serv012,Serv298","OPR024,OPR102,OPR117",Achieve Carbon Neutrality,"[""Wonder section member dark newspaper near get.""]"
P061N,kwilliams@example.com,689,001-782-423-2484x4693,James,Hampton,james-hampton,Ltd 555,ventures,Business Consulting and Services,French Polynesia,"['-15.00000000', '-140.00000000']",454,Assistant,https://campbell.com/,https://www.jackson.biz/,https://www.melendez.com/,Hospitality,Excellence in Big Data Solutions Implementation,Banking Professional,High School Dropout,Print Advertising,Outsource IT Support and Maintenance,Quality Assurance,"{'days': ['Sunday', 'Monday', 'Friday']}","Pro181,Pro203,Pro363,Pro153","OPR035,OPR044,OPR104",Develop Joint Ventures with Leading Companies,"[""Kid adult prove picture suddenly have.""]"
P062P,youngronald@example.net,262,+1-996-480-5267,Wanda,Goodwin,wanda-goodwin,Inc 473,academics,"Claims Adjusting, Actuarial Services",Mayotte,"['-12.83333333', '45.16666666']",424,Consultant,http://lindsey.org/,https://byrd.org/,https://stevens-moore.com/,Science,Top Data Science Excellence Recognition,Genetics Specialist,PhD in Computer Science,Demonstrations and Workshops,Streamline Bonuses and Incentives,Corporate Social Responsibility (CSR),"{'days': ['Saturday', 'Sunday', 'Monday', 'Tuesday']}","Serv182,Serv142,Pro075,Pro117,Serv260",OPR037,Enhance Customer Service Capabilities,"[""Under economic air soon toward.""]"
P063U,campbelljeffery@example.com,964,001-428-852-5683x868,John,Johnson,john-johnson,Group 316,policy_makers,Cosmetology and Barber Schools,"Iraq, Al Muthanna","['29.91331710', '45.29938620']",386,Director,https://www.chase.com/,http://gross.info/,http://porter-lawrence.com/,Information Technology,Outstanding Achievement in Big Data Management,Delivery Specialist,PhD in Architecture,Educational Series,Optimize Per Diems,Franchising,"{'days': ['Thursday', 'Sunday']}",Serv362,"OPR063,OPR056,OPR058,OPR095",Attract Top Industry Talent,"[""Say article speech line."", ""Chair fish reason foreign million say.""]"
P064H,xmurphy@example.org,54,+1-656-951-3731x5648,Jennifer,Robbins,jennifer-robbins,Inc 151,non_profit,Wholesale,"Argentina, Río Negro","['-40.82614340', '-63.02663390']",353,Consultant,https://mora-taylor.com/,http://kelly-hill.com/,http://peterson.biz/,Education,Top Performance in Data Science Collaboration,HR Specialist,High School Certificate,SMS Marketing,Use In-House Compliance Audits,Franchising,"{'days': ['Sunday', 'Saturday', 'Tuesday', 'Friday']}",Pro257,"OPR059,OPR054,OPR074",Develop Joint Ventures with Leading Companies,"[""Read nation require she information girl.""]"
P065X,vadams@example.net,681,686-583-4500x526,Caroline,Thompson,caroline-thompson,Ltd 811,academics,Consumer Electronics,Wallis and Futuna Islands,"['-13.30000000', '-176.20000000']",101,Consultant,http://www.forbes.com/,https://simpson-rowe.net/,http://hall.com/,Statistics,Top Data Security Initiative,Legal Specialist,BS in Physics,Radio Advertising,Optimize Display Advertising Costs,Therapeutic Practices,"{'days': ['Friday', 'Sunday']}","Pro105,Serv368,Serv156,Pro115","OPR076,OPR027",Develop Cutting-Edge Technologies,"[""Car affect face ahead."", ""Indeed foreign product experience including well how.""]"
P066O,lauralucas@example.com,53,(400)234-5242,Russell,Aguilar,russell-aguilar,Group 536,policy_makers,Storage,"Cuba, Isla de la Juventud","['21.70847370', '-82.82202320']",1,Consultant,http://perez-griffin.biz/,http://owens.com/,http://www.taylor.com/,Accounting,Outstanding Achievement in Predictive Modeling,Edibles Chef,BS in Biology,Annual Reports,Simplify Environmental Audits,Mentorship Programs,"{'days': ['Sunday', 'Monday', 'Wednesday']}","Serv226,Pro217,Pro373,Pro369","OPR046,OPR066,OPR059",Implement Comprehensive CRM Systems,"[""Remember car include my black century.""]"
P067N,fmurray@example.net,223,+1-435-329-1593,Joshua,Stewart,joshua-stewart,Ltd 133,academics,Regenerative Design,"Mali, Kayes Region","['14.08183080', '-9.90181310']",249,Director,https://www.clark.com/,https://www.guerrero.net/,https://jenkins.com/,Hospitality,Top Achievement in Machine Learning Techniques,Certified Data Management Professional (CDMP),BS in Music,Influencer Marketing,Perform Internal Financial Audits,Leadership Training,"{'days': ['Saturday', 'Sunday']}","Serv030,Serv064,Serv212","OPR087,OPR041,OPR022",Lead Industry Forums and Discussions,"[""Without full piece task.""]"
P068B,timothyrivera@example.net,61,001-399-811-4206x7665,Grace,Love,grace-love,PLC 460,academics,Recreational Vehicles,Cocos (Keeling) Islands,"['-12.50000000', '96.83333333']",45,Manager,https://www.higgins.com/,http://smith.com/,http://www.stephenson.info/,Virology,Outstanding Contribution to Data Management Solutions,Project Management Professional,BS in Psychology,Blogs,Optimize Branding Partnerships,Process Improvement,{'days': ['Tuesday']},"Serv052,Serv092","OPR061,OPR043",Reach International Markets,"[""Management seat lead during.""]"
P069P,daniellegonzalez@example.net,290,907-219-8542,David,Harris,david-harris,LLC 648,service_providers,Drug Manufacturers - Major,Saint Helena,"['-15.95000000', '-5.70000000']",159,Assistant,https://jones-charles.com/,https://wiley.biz/,http://www.benjamin-wheeler.com/,Retail,Outstanding Achievement in Data Analytics,Community Outreach Specialist,MS in Hospitality Management,Customer Loyalty Programs,Streamline Distribution Network Management,Community Building,{'days': ['Sunday']},"Serv210,Pro019,Pro057","OPR086,OPR070",Achieve Significant Cost Reductions,"[""It certain once bed."", ""High street property really water as.""]"
P070Y,fschmidt@example.org,356,5575861190,Paul,Roberts,paul-roberts,LLC 532,academics,Government Relations,"Malta, Mdina","['35.88809300', '14.40683570']",42,Assistant,http://wilson.info/,http://roberts.com/,http://www.elliott-medina.com/,E-commerce,Best Performance in Data Architecture,Laboratory Technician,MS in Physics,Affiliate Networks,Optimize Seminar and Workshop Participation,Organizational Behavior,"{'days': ['Monday', 'Sunday']}","Pro151,Serv114,Pro241,Serv086,Pro189","OPR088,OPR003",Maximize Company Valuation,"[""Sport strategy leave.""]"
P071X,harringtondonald@example.com,852,001-309-386-8867,Eric,Cole,eric-cole,Inc 863,investors,Mobile Gaming Apps,"Hong Kong S.A.R., Kwai Tsing","['22.35488000', '114.08401000']",163,Director,https://hernandez.com/,https://www.hall.com/,http://www.king.com/,Water Resources,Best Data Science Implementation Strategy,Sales Representative,Associate Degree in Botany,Product Launches,Streamline Waste Management and Recycling,Quality Control,"{'days': ['Saturday', 'Sunday', 'Friday']}",Serv248,"OPR006,OPR120,OPR037,OPR038,OPR064",Achieve Certifications and Accreditations,"[""Allow help show argue nation pay.""]"
